iso3,year,population,scenario
MLI,2035,25691281.651227627,SSP1
MLI,2040,27472808.741100863,SSP1
MLI,2045,29036370.667332016,SSP1
MLI,2050,30352774.226453073,SSP1
MLI,2055,31451477.90746379,SSP1
MLI,2060,32343997.91399366,SSP1
MLI,2065,33068452.445699457,SSP1
MLI,2070,33619388.83336922,SSP1
MLI,2075,33988561.13758444,SSP1
MLI,2080,34177964.14933126,SSP1
MLI,2085,34197203.6627258,SSP1
MLI,2090,34052108.63528449,SSP1
MLI,2095,33745578.60119209,SSP1
MLI,2100,33286529.551031236,SSP1
MLT,2010,416514.9999132162,SSP1
MLT,2015,424603.30057765765,SSP1
MLT,2020,432041.2268270455,SSP1
MLT,2025,437321.7724869599,SSP1
MLT,2030,439678.4275913007,SSP1
MLT,2035,439743.23161274975,SSP1
MLT,2040,437757.6198245649,SSP1
MLT,2045,433984.18255671946,SSP1
MLT,2050,428645.8793172177,SSP1
MLT,2055,422179.67997323914,SSP1
MLT,2060,414680.53264648555,SSP1
MLT,2065,405586.80241168017,SSP1
MLT,2070,394859.20821122907,SSP1
MLT,2075,380954.22548285127,SSP1
MLT,2080,364033.8833338861,SSP1
MLT,2085,344876.1415714375,SSP1
MLT,2090,323428.9187020935,SSP1
MLT,2095,300773.54706955823,SSP1
MLT,2100,278141.2236702189,SSP1
MMR,2010,47963012.00000001,SSP1
MMR,2015,48944399.45143486,SSP1
MMR,2020,49469738.47993684,SSP1
MMR,2025,49621321.18581925,SSP1
MMR,2030,49283272.07080331,SSP1
MMR,2035,48608021.37631795,SSP1
MMR,2040,47611789.76083359,SSP1
MMR,2045,46289792.80502134,SSP1
MMR,2050,44733374.91159453,SSP1
MMR,2055,42997473.65978254,SSP1
MMR,2060,41139618.74450926,SSP1
MMR,2065,39240010.559778474,SSP1
MMR,2070,37332408.48136044,SSP1
MMR,2075,35416268.9435682,SSP1
MMR,2080,33500030.862848766,SSP1
MMR,2085,31609504.29375373,SSP1
MMR,2090,29772795.44976322,SSP1
MMR,2095,28018302.922208067,SSP1
MMR,2100,26365410.898028035,SSP1
MNE,2010,631490,SSP1
MNE,2015,640042.6947857692,SSP1
MNE,2020,648217.6333660225,SSP1
MNE,2025,654780.7107758727,SSP1
MNE,2030,659294.9911862185,SSP1
MNE,2035,662837.8572842078,SSP1
MNE,2040,665168.794983096,SSP1
MNE,2045,665336.740699161,SSP1
MNE,2050,662778.7233944492,SSP1
MNE,2055,657660.9591714443,SSP1
MNE,2060,650008.8897353825,SSP1
MNE,2065,638003.1003878547,SSP1
MNE,2070,622077.405865399,SSP1
MNE,2075,602441.1145437931,SSP1
MNE,2080,578986.0685838952,SSP1
MNE,2085,550409.2125126097,SSP1
MNE,2090,518446.2890923912,SSP1
MNE,2095,484581.2279953968,SSP1
MNE,2100,447698.1360894145,SSP1
MNG,2010,2756001,SSP1
MNG,2015,2942065.438714994,SSP1
MNG,2020,3095464.2901539435,SSP1
MNG,2025,3207384.204221627,SSP1
MNG,2030,3281385.0070015397,SSP1
MNG,2035,3340021.653761341,SSP1
MNG,2040,3387549.827081443,SSP1
MNG,2045,3416692.3403253006,SSP1
MNG,2050,3417704.8379275063,SSP1
MNG,2055,3391855.032887624,SSP1
MNG,2060,3344102.520646607,SSP1
MNG,2065,3282915.9258636,SSP1
MNG,2070,3211345.127147067,SSP1
MNG,2075,3129022.408812178,SSP1
MNG,2080,3035711.862859961,SSP1
MNG,2085,2934169.5578161986,SSP1
MNG,2090,2828369.538417294,SSP1
MNG,2095,2721166.759568378,SSP1
MNG,2100,2611986.7839937164,SSP1
MOZ,2010,23390765,SSP1
MOZ,2015,25629743.628866352,SSP1
MOZ,2020,27856927.699945897,SSP1
MOZ,2025,30022474.2235525,SSP1
MOZ,2030,31969164.888689965,SSP1
MOZ,2035,33764848.19030717,SSP1
MOZ,2040,35305695.71983015,SSP1
MOZ,2045,36574643.82135786,SSP1
MOZ,2050,37606170.97902986,SSP1
MOZ,2055,38440246.417538635,SSP1
MOZ,2060,39080557.740547776,SSP1
MOZ,2065,39528379.38969063,SSP1
MOZ,2070,39759754.69023468,SSP1
MOZ,2075,39767101.35981989,SSP1
MOZ,2080,39556580.11322338,SSP1
MOZ,2085,39128192.82219209,SSP1
MOZ,2090,38486279.377182126,SSP1
MOZ,2095,37642113.45702803,SSP1
MOZ,2100,36623227.88200598,SSP1
MRT,2010,3459773,SSP1
MRT,2015,3834014.648054639,SSP1
MRT,2020,4175564.747016428,SSP1
MRT,2025,4476713.329718271,SSP1
MRT,2030,4740609.376985953,SSP1
MRT,2035,4978231.582264033,SSP1
MRT,2040,5177369.009693213,SSP1
MRT,2045,5327650.53838191,SSP1
MRT,2050,5430387.009933692,SSP1
MRT,2055,5497024.962288057,SSP1
MRT,2060,5538296.786132783,SSP1
MRT,2065,5556892.919977874,SSP1
MRT,2070,5550554.649750465,SSP1
MRT,2075,5515562.615218223,SSP1
MRT,2080,5453559.941606503,SSP1
MRT,2085,5367277.4698286895,SSP1
MRT,2090,5259922.647599491,SSP1
MRT,2095,5134824.791449193,SSP1
MRT,2100,4994611.962284095,SSP1
MTQ,2010,405813.999920393,SSP1
MTQ,2015,412877.44606314134,SSP1
MTQ,2020,417973.0651046601,SSP1
MTQ,2025,421603.4957509581,SSP1
MTQ,2030,423538.19737506,SSP1
MTQ,2035,424362.1002155391,SSP1
MTQ,2040,423626.2004198727,SSP1
MTQ,2045,421037.9835622987,SSP1
MTQ,2050,416458.893344177,SSP1
MTQ,2055,410154.6513496062,SSP1
MTQ,2060,402473.37255916325,SSP1
MTQ,2065,393677.02095952886,SSP1
MTQ,2070,383876.50559704204,SSP1
MTQ,2075,372585.2891880239,SSP1
MTQ,2080,360269.20746120723,SSP1
MTQ,2085,346998.9315243685,SSP1
MTQ,2090,332174.8129635255,SSP1
MTQ,2095,315558.66861481045,SSP1
MTQ,2100,297848.74807450845,SSP1
MUS,2010,1299172,SSP1
MUS,2015,1329690.6962866432,SSP1
MUS,2020,1357392.773910642,SSP1
MUS,2025,1379827.569956055,SSP1
MUS,2030,1394320.7944660846,SSP1
MUS,2035,1402471.7783264958,SSP1
MUS,2040,1403691.5126447605,SSP1
MUS,2045,1397324.870283332,SSP1
MUS,2050,1383402.363740714,SSP1
MUS,2055,1363150.813139175,SSP1
MUS,2060,1337623.5673807692,SSP1
MUS,2065,1306295.278662499,SSP1
MUS,2070,1270223.6800266902,SSP1
MUS,2075,1230111.9717566278,SSP1
MUS,2080,1186691.8143114853,SSP1
MUS,2085,1140468.6397076563,SSP1
MUS,2090,1088331.59883079,SSP1
MUS,2095,1031296.0684676624,SSP1
MUS,2100,971348.8332909842,SSP1
MWI,2010,14900841.000012552,SSP1
MWI,2015,17087352.551141843,SSP1
MWI,2020,19449601.18313176,SSP1
MWI,2025,21877065.977836356,SSP1
MWI,2030,24288474.235672235,SSP1
MWI,2035,26762757.963601373,SSP1
MWI,2040,29192968.306598864,SSP1
MWI,2045,31486036.905446693,SSP1
MWI,2050,33582605.98587978,SSP1
MWI,2055,35487234.647973455,SSP1
MWI,2060,37181620.59341522,SSP1
MWI,2065,38678045.87770348,SSP1
MWI,2070,39947860.10434499,SSP1
MWI,2075,40976991.69349662,SSP1
MWI,2080,41769528.72922968,SSP1
MWI,2085,42333738.72787914,SSP1
MWI,2090,42675105.48051814,SSP1
MWI,2095,42793858.181051895,SSP1
MWI,2100,42692127.21950023,SSP1
MYS,2010,28401016.999999996,SSP1
MYS,2015,30554347.619982533,SSP1
MYS,2020,32546503.873217817,SSP1
MYS,2025,34341087.47294955,SSP1
MYS,2030,35900148.42829312,SSP1
MYS,2035,37272926.45683445,SSP1
MYS,2040,38399068.58104132,SSP1
MYS,2045,39247587.18162907,SSP1
MYS,2050,39822602.95608911,SSP1
MYS,2055,40172449.298668146,SSP1
MYS,2060,40319329.280209914,SSP1
MYS,2065,40275536.26088827,SSP1
MYS,2070,40043239.81961549,SSP1
MYS,2075,39611440.457059875,SSP1
MYS,2080,38976384.74565735,SSP1
MYS,2085,38153848.02767439,SSP1
MYS,2090,37068599.032579795,SSP1
MYS,2095,35719157.2021179,SSP1
MYS,2100,34169022.31147714,SSP1
MYT,2010,204114,SSP1
MYT,2015,231683.86052132072,SSP1
MYT,2020,256969.6048293707,SSP1
MYT,2025,281143.42523009225,SSP1
MYT,2030,305139.95146194095,SSP1
MYT,2035,328848.22151525057,SSP1
MYT,2040,350563.1362559453,SSP1
MYT,2045,369353.39147509675,SSP1
MYT,2050,384959.82474641275,SSP1
MYT,2055,397965.6887960175,SSP1
MYT,2060,408722.8951905644,SSP1
MYT,2065,417286.3246278943,SSP1
MYT,2070,423485.49315707426,SSP1
MYT,2075,426644.8635510207,SSP1
MYT,2080,426854.0678899794,SSP1
MYT,2085,424425.7814025421,SSP1
MYT,2090,419554.4805331058,SSP1
MYT,2095,411360.1634550873,SSP1
MYT,2100,399429.4242588343,SSP1
NAM,2010,2283289.0000000005,SSP1
NAM,2015,2453938.1663138056,SSP1
NAM,2020,2614845.428170643,SSP1
NAM,2025,2757953.9638675135,SSP1
NAM,2030,2878656.198992842,SSP1
NAM,2035,2983542.4510992467,SSP1
NAM,2040,3069121.247032601,SSP1
NAM,2045,3132942.419501752,SSP1
NAM,2050,3177177.105150751,SSP1
NAM,2055,3203434.348999664,SSP1
NAM,2060,3212944.166285585,SSP1
NAM,2065,3205819.1831393945,SSP1
NAM,2070,3181014.6828439883,SSP1
NAM,2075,3137562.4005790427,SSP1
NAM,2080,3076129.311661125,SSP1
NAM,2085,2998146.0853888723,SSP1
NAM,2090,2906132.1604765276,SSP1
NAM,2095,2802843.2873211936,SSP1
NAM,2100,2691683.4843506203,SSP1
NCL,2010,250870.000255816,SSP1
NCL,2015,269799.4049957098,SSP1
NCL,2020,287616.55734191294,SSP1
NCL,2025,303770.9879582306,SSP1
NCL,2030,317946.44625757745,SSP1
NCL,2035,330871.21427577443,SSP1
NCL,2040,342449.53240195755,SSP1
NCL,2045,352392.745095077,SSP1
NCL,2050,360307.5103399565,SSP1
NCL,2055,366205.29845351673,SSP1
NCL,2060,370058.62879454216,SSP1
NCL,2065,371247.7611365076,SSP1
NCL,2070,370003.70640258386,SSP1
NCL,2075,366525.0341591015,SSP1
NCL,2080,360986.88087089785,SSP1
NCL,2085,353202.7764387423,SSP1
NCL,2090,342917.2039604189,SSP1
NCL,2095,330517.9690364164,SSP1
NCL,2100,316487.26077143627,SSP1
NER,2010,15511953.000000002,SSP1
NER,2015,18112734.426926635,SSP1
NER,2020,20881289.102615733,SSP1
NER,2025,23785074.47081408,SSP1
NER,2030,26745890.362931848,SSP1
NER,2035,29862089.537884235,SSP1
NER,2040,32974649.736649845,SSP1
NER,2045,35969780.27515518,SSP1
NER,2050,38749429.34035249,SSP1
NER,2055,41320654.21712521,SSP1
NER,2060,43644962.565630704,SSP1
NER,2065,45721542.232286036,SSP1
NER,2070,47519911.7648997,SSP1
NER,2075,49011352.83172684,SSP1
NER,2080,50184881.56180664,SSP1
NER,2085,51044198.68692895,SSP1
NER,2090,51604423.873971045,SSP1
NER,2095,51878697.43535169,SSP1
NER,2100,51878409.98551786,SSP1
NGA,2010,158423181.8932217,SSP1
NGA,2015,177414919.2808943,SSP1
NGA,2020,197846908.08866805,SSP1
NGA,2025,219209615.39876476,SSP1
NGA,2030,240766834.0341629,SSP1
NGA,2035,263248351.16368735,SSP1
NGA,2040,285959372.8992294,SSP1
NGA,2045,307982045.88824207,SSP1
NGA,2050,328589364.3162729,SSP1
NGA,2055,347619554.28039205,SSP1
NGA,2060,364876738.5876173,SSP1
NGA,2065,380369287.46738,SSP1
NGA,2070,393874742.4337001,SSP1
NGA,2075,405236501.1776557,SSP1
NGA,2080,414404705.7445132,SSP1
NGA,2085,421454346.00817645,SSP1
NGA,2090,426454054.21884984,SSP1
NGA,2095,429477335.5670946,SSP1
NGA,2100,430540083.466174,SSP1
NIC,2010,5788163,SSP1
NIC,2015,6052063.321822104,SSP1
NIC,2020,6234509.22657048,SSP1
NIC,2025,6349263.337561079,SSP1
NIC,2030,6399944.98681037,SSP1
NIC,2035,6403463.264579189,SSP1
NIC,2040,6360080.408337728,SSP1
NIC,2045,6272670.86747767,SSP1
NIC,2050,6146741.167632328,SSP1
NIC,2055,5993050.001901754,SSP1
NIC,2060,5815614.310971217,SSP1
NIC,2065,5638350.5802719835,SSP1
NIC,2070,5459846.781406672,SSP1
NIC,2075,5278701.882090031,SSP1
NIC,2080,5093211.019680941,SSP1
NIC,2085,4903250.612623895,SSP1
NIC,2090,4709103.573959376,SSP1
NIC,2095,4504274.949604688,SSP1
NIC,2100,4285717.8697660575,SSP1
NLD,2010,16612987.999999998,SSP1
NLD,2015,16961123.53023783,SSP1
NLD,2020,17327793.958022494,SSP1
NLD,2025,17707861.574339382,SSP1
NLD,2030,18075140.348707326,SSP1
NLD,2035,18404404.508744184,SSP1
NLD,2040,18691053.606997598,SSP1
NLD,2045,18936636.2477916,SSP1
NLD,2050,19154174.13299676,SSP1
NLD,2055,19354607.11510259,SSP1
NLD,2060,19545830.98491976,SSP1
NLD,2065,19717668.98264564,SSP1
NLD,2070,19856475.586891357,SSP1
NLD,2075,19926911.74447815,SSP1
NLD,2080,19944932.168040667,SSP1
NLD,2085,19869148.216565035,SSP1
NLD,2090,19697477.0947416,SSP1
NLD,2095,19445492.58090484,SSP1
NLD,2100,19131484.848726876,SSP1
NOR,2010,4883110.933672868,SSP1
NOR,2015,5159816.512418251,SSP1
NOR,2020,5447868.493621426,SSP1
NOR,2025,5755115.729535282,SSP1
NOR,2030,6065370.120083445,SSP1
NOR,2035,6368406.120583496,SSP1
NOR,2040,6664680.562753809,SSP1
NOR,2045,6957020.3553444855,SSP1
NOR,2050,7247753.481499272,SSP1
NOR,2055,7536355.84124142,SSP1
NOR,2060,7818450.92132275,SSP1
NOR,2065,8076005.3741418235,SSP1
NOR,2070,8295923.40603898,SSP1
NOR,2075,8476307.549925165,SSP1
NOR,2080,8622582.9929229,SSP1
NOR,2085,8717144.231330596,SSP1
NOR,2090,8759837.522328157,SSP1
NOR,2095,8756024.530725086,SSP1
NOR,2100,8713190.469957694,SSP1
NPL,2010,29959363.999999996,SSP1
NPL,2015,32494411.500639066,SSP1
NPL,2020,34907077.620352,SSP1
NPL,2025,37113758.97308272,SSP1
NPL,2030,39015518.765201546,SSP1
NPL,2035,40682550.7707111,SSP1
NPL,2040,42092510.096602626,SSP1
NPL,2045,43225233.62978849,SSP1
NPL,2050,44054087.40087144,SSP1
NPL,2055,44584778.28306404,SSP1
NPL,2060,44805787.91655809,SSP1
NPL,2065,44735479.0147423,SSP1
NPL,2070,44380846.42154579,SSP1
NPL,2075,43749527.98083777,SSP1
NPL,2080,42849019.195490964,SSP1
NPL,2085,41693671.498411514,SSP1
NPL,2090,40311648.471876904,SSP1
NPL,2095,38745163.74907842,SSP1
NPL,2100,36968307.04566911,SSP1
NZL,2010,4368136,SSP1
NZL,2015,4614451.870481936,SSP1
NZL,2020,4858292.207077159,SSP1
NZL,2025,5092128.006139821,SSP1
NZL,2030,5307855.933726547,SSP1
NZL,2035,5509533.940931148,SSP1
NZL,2040,5700171.095212789,SSP1
NZL,2045,5879220.373206936,SSP1
NZL,2050,6043661.706582066,SSP1
NZL,2055,6191613.688410812,SSP1
NZL,2060,6325175.08763273,SSP1
NZL,2065,6441380.846623078,SSP1
NZL,2070,6538172.279444432,SSP1
NZL,2075,6608960.517376345,SSP1
NZL,2080,6654713.196067485,SSP1
NZL,2085,6659728.018709815,SSP1
NZL,2090,6624492.454634022,SSP1
NZL,2095,6556173.819216696,SSP1
NZL,2100,6463550.569654149,SSP1
OMN,2010,2782435,SSP1
OMN,2015,3037518.619489731,SSP1
OMN,2020,3268277.562351955,SSP1
OMN,2025,3485655.344513495,SSP1
OMN,2030,3673459.7957694908,SSP1
OMN,2035,3839010.178313097,SSP1
OMN,2040,3982092.925583913,SSP1
OMN,2045,4093262.658789704,SSP1
OMN,2050,4169787.223816799,SSP1
OMN,2055,4214455.823321793,SSP1
OMN,2060,4229496.537923645,SSP1
OMN,2065,4216388.878433408,SSP1
OMN,2070,4176242.2169674337,SSP1
OMN,2075,4110737.4066582485,SSP1
OMN,2080,4023843.576101145,SSP1
OMN,2085,3921964.556491541,SSP1
OMN,2090,3798058.7296035355,SSP1
OMN,2095,3658620.415235894,SSP1
OMN,2100,3507235.690721354,SSP1
PAK,2010,173593383,SSP1
PAK,2015,188197167.91293064,SSP1
PAK,2020,202268902.12308043,SSP1
PAK,2025,214783767.91778138,SSP1
PAK,2030,225225658.37367454,SSP1
PAK,2035,234342190.76183236,SSP1
PAK,2040,242043131.22290695,SSP1
PAK,2045,248078065.6498664,SSP1
PAK,2050,252222176.97352272,SSP1
PAK,2055,254627310.68423676,SSP1
PAK,2060,255355589.9507153,SSP1
PAK,2065,254686637.1547521,SSP1
PAK,2070,252654748.93417397,SSP1
PAK,2075,249253377.6110438,SSP1
PAK,2080,244545174.2719111,SSP1
PAK,2085,238698165.22213057,SSP1
PAK,2090,231953118.65257376,SSP1
PAK,2095,224539629.66411647,SSP1
PAK,2100,216637805.46259743,SSP1
PAN,2010,3516819.999864511,SSP1
PAN,2015,3753194.8806703915,SSP1
PAN,2020,3964649.379112451,SSP1
PAN,2025,4151274.59981825,SSP1
PAN,2030,4308095.53214498,SSP1
PAN,2035,4439203.779776576,SSP1
PAN,2040,4540035.193337296,SSP1
PAN,2045,4608444.869655957,SSP1
PAN,2050,4644976.427406322,SSP1
PAN,2055,4653614.831138389,SSP1
PAN,2060,4635760.73641366,SSP1
PAN,2065,4592019.573561949,SSP1
PAN,2070,4524703.3452715725,SSP1
PAN,2075,4436128.079401854,SSP1
PAN,2080,4327060.200681842,SSP1
PAN,2085,4187665.4437416745,SSP1
PAN,2090,4021714.455364628,SSP1
PAN,2095,3834010.955919591,SSP1
PAN,2100,3621940.5926886206,SSP1
PER,2010,29076512,SSP1
PER,2015,30185321.18571698,SSP1
PER,2020,30975402.821750827,SSP1
PER,2025,31489358.016343612,SSP1
PER,2030,31740176.002183948,SSP1
PER,2035,31804403.791457985,SSP1
PER,2040,31668706.892888956,SSP1
PER,2045,31325808.20486215,SSP1
PER,2050,30788616.43665524,SSP1
PER,2055,30095996.142484553,SSP1
PER,2060,29267786.010979477,SSP1
PER,2065,28391242.563360322,SSP1
PER,2070,27475668.862811726,SSP1
PER,2075,26524273.843743537,SSP1
PER,2080,25544242.154381942,SSP1
PER,2085,24538302.302077077,SSP1
PER,2090,23516385.300105058,SSP1
PER,2095,22411458.802969713,SSP1
PER,2100,21245961.537131604,SSP1
PHL,2010,93260798.00000003,SSP1
PHL,2015,100611221.01045136,SSP1
PHL,2020,107698723.20530938,SSP1
PHL,2025,114053327.34643883,SSP1
PHL,2030,119467910.08745737,SSP1
PHL,2035,124146436.36281559,SSP1
PHL,2040,127940981.65975563,SSP1
PHL,2045,130791541.28956841,SSP1
PHL,2050,132727692.11909556,SSP1
PHL,2055,133922855.21633287,SSP1
PHL,2060,134419330.05626702,SSP1
PHL,2065,134255765.4278859,SSP1
PHL,2070,133428013.62529923,SSP1
PHL,2075,131916728.87168932,SSP1
PHL,2080,129744938.76964565,SSP1
PHL,2085,126960296.15318348,SSP1
PHL,2090,123628679.4423076,SSP1
PHL,2095,119850447.18637419,SSP1
PHL,2100,115697317.03533123,SSP1
PNG,2010,6858265.999999999,SSP1
PNG,2015,7502263.041524912,SSP1
PNG,2020,8093911.275710688,SSP1
PNG,2025,8618917.263769625,SSP1
PNG,2030,9072672.293091988,SSP1
PNG,2035,9471787.47994594,SSP1
PNG,2040,9795200.151872749,SSP1
PNG,2045,10032594.915082002,SSP1
PNG,2050,10186336.663666036,SSP1
PNG,2055,10271799.375286784,SSP1
PNG,2060,10291656.086677046,SSP1
PNG,2065,10249532.710138664,SSP1
PNG,2070,10147595.760290876,SSP1
PNG,2075,9987623.79199702,SSP1
PNG,2080,9772342.550968131,SSP1
PNG,2085,9504854.814612802,SSP1
PNG,2090,9190530.454871047,SSP1
PNG,2095,8837125.634076467,SSP1
PNG,2100,8455800.398749938,SSP1
POL,2010,38276659.99999999,SSP1
POL,2015,38448020.37552161,SSP1
POL,2020,38546444.98372951,SSP1
POL,2025,38521154.0464793,SSP1
POL,2030,38313618.01244265,SSP1
POL,2035,37927534.28074356,SSP1
POL,2040,37467889.088228196,SSP1
POL,2045,36990813.09275697,SSP1
POL,2050,36495732.63457946,SSP1
POL,2055,35953844.86073471,SSP1
POL,2060,35348270.47459254,SSP1
POL,2065,34647851.529981956,SSP1
POL,2070,33859613.42551839,SSP1
POL,2075,33005586.68660237,SSP1
POL,2080,32043496.813565683,SSP1
POL,2085,30957732.699723937,SSP1
POL,2090,29829169.196240325,SSP1
POL,2095,28738168.970905747,SSP1
POL,2100,27703027.49294822,SSP1
PRI,2010,3749009.0000000005,SSP1
PRI,2015,3694747.5797408377,SSP1
PRI,2020,3620008.622414557,SSP1
PRI,2025,3524678.2329075616,SSP1
PRI,2030,3411372.301944859,SSP1
PRI,2035,3286166.838995983,SSP1
PRI,2040,3149049.89114378,SSP1
PRI,2045,3001527.5867965687,SSP1
PRI,2050,2846561.882878479,SSP1
PRI,2055,2687979.7675184826,SSP1
PRI,2060,2528317.6729582734,SSP1
PRI,2065,2375035.170093353,SSP1
PRI,2070,2220647.6188433953,SSP1
PRI,2075,2065482.4919633986,SSP1
PRI,2080,1913248.6618740968,SSP1
PRI,2085,1766899.0416280506,SSP1
PRI,2090,1625059.4945780188,SSP1
PRI,2095,1483971.5450952328,SSP1
PRI,2100,1347209.8722424326,SSP1
PRK,2010,24346229,SSP1
PRK,2015,24813452.86477902,SSP1
PRK,2020,25162744.545592424,SSP1
PRK,2025,25346460.90166761,SSP1
PRK,2030,25321605.00277379,SSP1
PRK,2035,25133897.99767768,SSP1
PRK,2040,24799242.662508365,SSP1
PRK,2045,24331871.508882668,SSP1
PRK,2050,23729636.90456137,SSP1
PRK,2055,23005196.015558653,SSP1
PRK,2060,22182343.655873485,SSP1
PRK,2065,21297463.618359078,SSP1
PRK,2070,20383165.566543836,SSP1
PRK,2075,19449256.330574624,SSP1
PRK,2080,18483527.923302647,SSP1
PRK,2085,17477157.57107794,SSP1
PRK,2090,16436544.726098238,SSP1
PRK,2095,15384239.416956987,SSP1
PRK,2100,14285065.913192853,SSP1
PRT,2010,10675571.999999998,SSP1
PRT,2015,10818138.446812572,SSP1
PRT,2020,10951207.77233807,SSP1
PRT,2025,11074257.669064686,SSP1
PRT,2030,11196836.812057206,SSP1
PRT,2035,11324704.388925254,SSP1
PRT,2040,11447539.590284454,SSP1
PRT,2045,11550250.188538898,SSP1
