iso3,year,population,scenario
GUY,2065,1007026.9490967761,SSP3
GUY,2070,1017178.8323107557,SSP3
GUY,2075,1026988.347749791,SSP3
GUY,2080,1038094.5226235691,SSP3
GUY,2085,1050766.8764106752,SSP3
GUY,2090,1065036.8333159776,SSP3
GUY,2095,1081210.5260545914,SSP3
GUY,2100,1099339.016568706,SSP3
HKG,2010,7053189.000000001,SSP3
HKG,2015,7325133.195174538,SSP3
HKG,2020,7541147.27179061,SSP3
HKG,2025,7708169.121154785,SSP3
HKG,2030,7857443.893028373,SSP3
HKG,2035,7956516.924573173,SSP3
HKG,2040,8005852.754320747,SSP3
HKG,2045,8038969.511842728,SSP3
HKG,2050,8077263.642171175,SSP3
HKG,2055,8120549.262410734,SSP3
HKG,2060,8171867.657792481,SSP3
HKG,2065,8206108.830682876,SSP3
HKG,2070,8225669.339594089,SSP3
HKG,2075,8241071.829401376,SSP3
HKG,2080,8262040.255696208,SSP3
HKG,2085,8287838.231813064,SSP3
HKG,2090,8309493.46566256,SSP3
HKG,2095,8314205.318542664,SSP3
HKG,2100,8289879.1295214165,SSP3
HND,2010,7600524,SSP3
HND,2015,8377174.707106164,SSP3
HND,2020,9244707.773824017,SSP3
HND,2025,10153955.343440682,SSP3
HND,2030,11066833.81235593,SSP3
HND,2035,11958688.508637665,SSP3
HND,2040,12842520.28501081,SSP3
HND,2045,13721932.787025625,SSP3
HND,2050,14594505.108068347,SSP3
HND,2055,15442504.831874715,SSP3
HND,2060,16253452.787875922,SSP3
HND,2065,17036675.86074001,SSP3
HND,2070,17792674.238132983,SSP3
HND,2075,18526247.37610664,SSP3
HND,2080,19240320.285757758,SSP3
HND,2085,19943396.68911343,SSP3
HND,2090,20635464.555922825,SSP3
HND,2095,21320789.73429791,SSP3
HND,2100,22000680.831246298,SSP3
HRV,2010,4403330,SSP3
HRV,2015,4371782.974352732,SSP3
HRV,2020,4335720.900606229,SSP3
HRV,2025,4291150.2983503165,SSP3
HRV,2030,4243233.367759507,SSP3
HRV,2035,4188222.2304289183,SSP3
HRV,2040,4132396.312721566,SSP3
HRV,2045,4082423.1395460535,SSP3
HRV,2050,4042153.2856151597,SSP3
HRV,2055,4009428.250623617,SSP3
HRV,2060,3983038.3444011314,SSP3
HRV,2065,3957190.6438734434,SSP3
HRV,2070,3935191.5752404127,SSP3
HRV,2075,3921266.8452408747,SSP3
HRV,2080,3917345.927927622,SSP3
HRV,2085,3922296.9121071617,SSP3
HRV,2090,3933054.5312185157,SSP3
HRV,2095,3946899.016079073,SSP3
HRV,2100,3962028.2282144697,SSP3
HTI,2010,9993247,SSP3
HTI,2015,10662451.727278149,SSP3
HTI,2020,11365695.461801115,SSP3
HTI,2025,12108156.873732857,SSP3
HTI,2030,12848739.189417794,SSP3
HTI,2035,13540008.29100364,SSP3
HTI,2040,14183054.765344594,SSP3
HTI,2045,14786792.75005857,SSP3
HTI,2050,15350477.834189622,SSP3
HTI,2055,15849175.084134128,SSP3
HTI,2060,16281205.503158482,SSP3
HTI,2065,16650637.497649847,SSP3
HTI,2070,16974754.92472804,SSP3
HTI,2075,17253788.519445032,SSP3
HTI,2080,17513121.174221285,SSP3
HTI,2085,17755452.0283373,SSP3
HTI,2090,17977028.26626539,SSP3
HTI,2095,18184574.63830454,SSP3
HTI,2100,18393721.669485364,SSP3
HUN,2010,9983645.000000002,SSP3
HUN,2015,9800289.52887305,SSP3
HUN,2020,9578075.849779028,SSP3
HUN,2025,9311776.02058186,SSP3
HUN,2030,9009026.749415291,SSP3
HUN,2035,8679896.739858028,SSP3
HUN,2040,8335188.207690349,SSP3
HUN,2045,7979832.913704809,SSP3
HUN,2050,7611476.439823487,SSP3
HUN,2055,7228723.949863116,SSP3
HUN,2060,6830693.545116839,SSP3
HUN,2065,6418881.771733178,SSP3
HUN,2070,6011379.05565373,SSP3
HUN,2075,5622631.495760073,SSP3
HUN,2080,5259462.354079319,SSP3
HUN,2085,4920164.956133766,SSP3
HUN,2090,4599943.3528921455,SSP3
HUN,2095,4296178.533643235,SSP3
HUN,2100,4008296.6205780404,SSP3
IDN,2010,239870937.0151422,SSP3
IDN,2015,252269508.5160043,SSP3
IDN,2020,264214120.07829776,SSP3
IDN,2025,275223462.3767495,SSP3
IDN,2030,285081649.02989036,SSP3
IDN,2035,293068487.4516709,SSP3
IDN,2040,299272544.2345437,SSP3
IDN,2045,303860157.88761324,SSP3
IDN,2050,306913273.6655681,SSP3
IDN,2055,308367528.93066186,SSP3
IDN,2060,308459683.98808056,SSP3
IDN,2065,307473209.9963993,SSP3
IDN,2070,305782992.2804872,SSP3
IDN,2075,303636121.5366227,SSP3
IDN,2080,301292174.026868,SSP3
IDN,2085,298842111.18666756,SSP3
IDN,2090,296382080.01716745,SSP3
IDN,2095,293965609.38299036,SSP3
IDN,2100,291627228.57275444,SSP3
IND,2010,1224614327.0000002,SSP3
IND,2015,1315803182.110234,SSP3
IND,2020,1412090247.892385,SSP3
IND,2025,1508203567.2000253,SSP3
IND,2030,1603709234.9478042,SSP3
IND,2035,1696027229.7079113,SSP3
IND,2040,1787901744.5020812,SSP3
IND,2045,1880144635.5730152,SSP3
IND,2050,1970550275.142989,SSP3
IND,2055,2054626926.5075953,SSP3
IND,2060,2131454481.8680975,SSP3
IND,2065,2202086896.255212,SSP3
IND,2070,2268342060.11297,SSP3
IND,2075,2331894238.691207,SSP3
IND,2080,2392625340.5513654,SSP3
IND,2085,2450023243.7369246,SSP3
IND,2090,2504987966.258116,SSP3
IND,2095,2557965671.356543,SSP3
IND,2100,2608619241.803807,SSP3
IRL,2010,4469900,SSP3
IRL,2015,4729617.89206398,SSP3
IRL,2020,4925221.058746213,SSP3
IRL,2025,5060474.720833048,SSP3
IRL,2030,5154494.517102968,SSP3
IRL,2035,5228510.804251464,SSP3
IRL,2040,5284938.82696559,SSP3
IRL,2045,5316389.889521788,SSP3
IRL,2050,5312102.688955615,SSP3
IRL,2055,5270001.994211835,SSP3
IRL,2060,5193587.834046475,SSP3
IRL,2065,5088304.075519167,SSP3
IRL,2070,4966433.824722886,SSP3
IRL,2075,4836543.2555034915,SSP3
IRL,2080,4701745.468759199,SSP3
IRL,2085,4559757.701646366,SSP3
IRL,2090,4405626.142369635,SSP3
IRL,2095,4235449.39918918,SSP3
IRL,2100,4051470.988217571,SSP3
IRN,2010,73973630,SSP3
IRN,2015,78791952.03079964,SSP3
IRN,2020,83577678.34850243,SSP3
IRN,2025,87773326.9499614,SSP3
IRN,2030,91361185.40748072,SSP3
IRN,2035,94509934.10485192,SSP3
IRN,2040,97502540.59614843,SSP3
IRN,2045,100273305.85925595,SSP3
IRN,2050,102576197.52119918,SSP3
IRN,2055,104159718.30092703,SSP3
IRN,2060,105072380.77334058,SSP3
IRN,2065,105520789.98946859,SSP3
IRN,2070,105755769.01913372,SSP3
IRN,2075,106023663.62554541,SSP3
IRN,2080,106544035.96056338,SSP3
IRN,2085,107478669.53674668,SSP3
IRN,2090,108868476.87304132,SSP3
IRN,2095,110622371.26968691,SSP3
IRN,2100,112604241.6652732,SSP3
IRQ,2010,31671591.000000004,SSP3
IRQ,2015,36628305.54256981,SSP3
IRQ,2020,42353849.23951668,SSP3
IRQ,2025,48699041.3845512,SSP3
IRQ,2030,55608407.83773249,SSP3
IRQ,2035,62817596.34530314,SSP3
IRQ,2040,70304573.86320454,SSP3
IRQ,2045,78093609.04858474,SSP3
IRQ,2050,86197627.4535412,SSP3
IRQ,2055,94475689.28859007,SSP3
IRQ,2060,102891374.12650661,SSP3
IRQ,2065,111444009.2157103,SSP3
IRQ,2070,120147572.57020098,SSP3
IRQ,2075,128998162.53617644,SSP3
IRQ,2080,137946769.38443542,SSP3
IRQ,2085,146943628.58537722,SSP3
IRQ,2090,155978892.46976689,SSP3
IRQ,2095,165070249.5688808,SSP3
IRQ,2100,174243273.10496345,SSP3
ISL,2010,320135.94562136766,SSP3
ISL,2015,341522.30707582145,SSP3
ISL,2020,358828.8910512239,SSP3
ISL,2025,372092.2322186328,SSP3
ISL,2030,382150.2957563882,SSP3
ISL,2035,390076.16069495777,SSP3
ISL,2040,396254.61259651324,SSP3
ISL,2045,400590.2919389966,SSP3
ISL,2050,402603.5118518273,SSP3
ISL,2055,402307.47546468757,SSP3
ISL,2060,399948.05732289614,SSP3
ISL,2065,395536.6952116371,SSP3
ISL,2070,389392.04156826367,SSP3
ISL,2075,381670.27396632725,SSP3
ISL,2080,372420.0886230435,SSP3
ISL,2085,361740.40280996606,SSP3
ISL,2090,349961.4637712103,SSP3
ISL,2095,337244.0593560964,SSP3
ISL,2100,323608.9388006796,SSP3
ISR,2010,7418400,SSP3
ISR,2015,8218296.445233859,SSP3
ISR,2020,8934825.370901309,SSP3
ISR,2025,9553395.280499868,SSP3
ISR,2030,10104936.437759645,SSP3
ISR,2035,10633060.32605266,SSP3
ISR,2040,11139672.670923943,SSP3
ISR,2045,11604367.492306327,SSP3
ISR,2050,12006176.614818994,SSP3
ISR,2055,12347275.140852299,SSP3
ISR,2060,12629834.210430963,SSP3
ISR,2065,12876762.23174405,SSP3
ISR,2070,13090571.51281546,SSP3
ISR,2075,13268116.045478031,SSP3
ISR,2080,13402362.657377917,SSP3
ISR,2085,13495593.968007095,SSP3
ISR,2090,13550649.759996373,SSP3
ISR,2095,13572593.792370733,SSP3
ISR,2100,13561718.695001006,SSP3
ITA,2010,60550848.00000001,SSP3
ITA,2015,61019660.490816675,SSP3
ITA,2020,60556083.63300429,SSP3
ITA,2025,59663217.124501504,SSP3
ITA,2030,58535685.14993162,SSP3
ITA,2035,57282378.738193505,SSP3
ITA,2040,55866392.86814091,SSP3
ITA,2045,54193457.53495038,SSP3
ITA,2050,52213231.29297369,SSP3
ITA,2055,49971266.84100413,SSP3
ITA,2060,47577657.64912745,SSP3
ITA,2065,45149585.52546269,SSP3
ITA,2070,42830227.48386397,SSP3
ITA,2075,40664368.86231474,SSP3
ITA,2080,38650937.16294456,SSP3
ITA,2085,36733607.16733995,SSP3
ITA,2090,34848390.72142717,SSP3
ITA,2095,32972526.56863769,SSP3
ITA,2100,31111751.572434016,SSP3
JAM,2010,2741052.0000000005,SSP3
JAM,2015,2817989.4041987145,SSP3
JAM,2020,2925615.3054687204,SSP3
JAM,2025,3052939.7241229364,SSP3
JAM,2030,3173721.4503743774,SSP3
JAM,2035,3279022.1361158737,SSP3
JAM,2040,3375719.9245950053,SSP3
JAM,2045,3470039.8802168593,SSP3
JAM,2050,3563079.1070047314,SSP3
JAM,2055,3648859.6147999046,SSP3
JAM,2060,3727076.5697662965,SSP3
JAM,2065,3805701.3076601634,SSP3
JAM,2070,3887887.2915152702,SSP3
JAM,2075,3973776.930654213,SSP3
JAM,2080,4061005.5470506693,SSP3
JAM,2085,4149201.4634487457,SSP3
JAM,2090,4240431.654646726,SSP3
JAM,2095,4339444.9889485845,SSP3
JAM,2100,4447826.133776963,SSP3
JOR,2010,6187227.000000001,SSP3
JOR,2015,7057218.790933124,SSP3
JOR,2020,7994765.495863081,SSP3
JOR,2025,8949186.32774569,SSP3
JOR,2030,9933568.62934672,SSP3
JOR,2035,10909352.287589738,SSP3
JOR,2040,11881950.543984607,SSP3
JOR,2045,12868698.359184545,SSP3
JOR,2050,13878490.542238742,SSP3
JOR,2055,14878215.257353274,SSP3
JOR,2060,15840265.26653966,SSP3
JOR,2065,16732073.097122239,SSP3
JOR,2070,17561430.840709053,SSP3
JOR,2075,18345670.83007726,SSP3
JOR,2080,19095192.52433015,SSP3
JOR,2085,19803668.080284536,SSP3
JOR,2090,20458613.68176194,SSP3
JOR,2095,21051301.22733637,SSP3
JOR,2100,21579473.038251396,SSP3
JPN,2010,126535920.01621924,SSP3
JPN,2015,125555685.61310422,SSP3
JPN,2020,123210500.38977078,SSP3
JPN,2025,119739630.51769732,SSP3
JPN,2030,115474376.6852104,SSP3
JPN,2035,110793814.94087398,SSP3
JPN,2040,105843974.74578032,SSP3
JPN,2045,100731549.98755027,SSP3
JPN,2050,95501652.14301588,SSP3
JPN,2055,90230853.86965728,SSP3
JPN,2060,84810505.99250793,SSP3
JPN,2065,79273372.81763685,SSP3
JPN,2070,73789690.90479906,SSP3
JPN,2075,68508868.68725066,SSP3
JPN,2080,63563159.62547893,SSP3
JPN,2085,58910046.44935386,SSP3
JPN,2090,54516016.48999639,SSP3
JPN,2095,50329320.142576635,SSP3
JPN,2100,46331036.00871755,SSP3
KAZ,2010,16026367.0004566,SSP3
KAZ,2015,16894891.463822797,SSP3
KAZ,2020,17739762.090377573,SSP3
KAZ,2025,18479833.55896865,SSP3
KAZ,2030,19131593.68237653,SSP3
KAZ,2035,19751673.781497996,SSP3
KAZ,2040,20396802.185439255,SSP3
KAZ,2045,21024436.58669895,SSP3
KAZ,2050,21597135.745615013,SSP3
KAZ,2055,22087421.52578131,SSP3
KAZ,2060,22525591.74672794,SSP3
KAZ,2065,22934417.486567512,SSP3
KAZ,2070,23331793.953280807,SSP3
KAZ,2075,23709439.439533122,SSP3
KAZ,2080,24049871.306426495,SSP3
KAZ,2085,24349851.83816101,SSP3
KAZ,2090,24615572.10478054,SSP3
KAZ,2095,24852575.96520458,SSP3
KAZ,2100,25064502.75963786,SSP3
KEN,2010,40512682.00000001,SSP3
KEN,2015,46243145.27138166,SSP3
KEN,2020,52534341.08406488,SSP3
KEN,2025,59162974.97207763,SSP3
KEN,2030,66205278.32263427,SSP3
KEN,2035,73416448.98411526,SSP3
KEN,2040,80850384.78563718,SSP3
KEN,2045,88387391.82655974,SSP3
KEN,2050,95946219.8220012,SSP3
KEN,2055,103202215.0804629,SSP3
KEN,2060,110276465.34976655,SSP3
KEN,2065,117145522.52535835,SSP3
KEN,2070,124052299.22922243,SSP3
KEN,2075,130825271.629464,SSP3
KEN,2080,137406753.09649482,SSP3
KEN,2085,143723786.83387038,SSP3
KEN,2090,149744330.4269888,SSP3
KEN,2095,155463083.83459145,SSP3
KEN,2100,160980350.763906,SSP3
KGZ,2010,5334222.999999999,SSP3
KGZ,2015,5653420.682474437,SSP3
KGZ,2020,5996312.143140238,SSP3
KGZ,2025,6335264.555539783,SSP3
KGZ,2030,6657334.700100046,SSP3
KGZ,2035,6959399.347318252,SSP3
KGZ,2040,7242274.921911214,SSP3
KGZ,2045,7503042.432528161,SSP3
KGZ,2050,7739939.538679526,SSP3
KGZ,2055,7948202.131745503,SSP3
KGZ,2060,8132740.190369846,SSP3
KGZ,2065,8305258.701816745,SSP3
KGZ,2070,8465940.911625301,SSP3
KGZ,2075,8613810.093165867,SSP3
KGZ,2080,8751088.884737814,SSP3
KGZ,2085,8882637.6461161,SSP3
KGZ,2090,9011511.144516433,SSP3
KGZ,2095,9137307.168173876,SSP3
KGZ,2100,9257862.148867885,SSP3
KHM,2010,14138255.000114102,SSP3
KHM,2015,14964689.119137716,SSP3
KHM,2020,15941443.148236385,SSP3
KHM,2025,16925311.66770637,SSP3
KHM,2030,17842632.753311276,SSP3
KHM,2035,18619657.9166763,SSP3
KHM,2040,19352482.98307425,SSP3
KHM,2045,20073008.762274925,SSP3
KHM,2050,20784993.59985493,SSP3
KHM,2055,21445469.438802272,SSP3
KHM,2060,22003082.735917203,SSP3
KHM,2065,22473114.87478305,SSP3
KHM,2070,22919658.684741676,SSP3
KHM,2075,23367001.196985003,SSP3
KHM,2080,23864013.052024636,SSP3
KHM,2085,24379422.548646774,SSP3
KHM,2090,24930605.444116805,SSP3
KHM,2095,25502020.66325479,SSP3
KHM,2100,26116639.488577675,SSP3
KOR,2010,48183584.001943514,SSP3
KOR,2015,48744009.039304905,SSP3
KOR,2020,48907739.05787929,SSP3
KOR,2025,48668856.43806743,SSP3
KOR,2030,48007088.95354209,SSP3
KOR,2035,46937012.94708819,SSP3
KOR,2040,45419693.204225466,SSP3
KOR,2045,43470215.40974581,SSP3
KOR,2050,41157767.5884657,SSP3
KOR,2055,38632001.24580681,SSP3
KOR,2060,36029441.05467723,SSP3
KOR,2065,33440258.580272228,SSP3
KOR,2070,30920056.315226484,SSP3
KOR,2075,28501034.832911164,SSP3
KOR,2080,26200660.825444,SSP3
KOR,2085,24021298.16769999,SSP3
KOR,2090,21986263.01487768,SSP3
KOR,2095,20127010.92173678,SSP3
KOR,2100,18452798.022681005,SSP3
KWT,2010,2736731.9999999995,SSP3
KWT,2015,3148555.701580752,SSP3
KWT,2020,3503069.654731467,SSP3
KWT,2025,3823790.917123026,SSP3
KWT,2030,4154027.0351628107,SSP3
KWT,2035,4485020.304777924,SSP3
KWT,2040,4804359.863243065,SSP3
KWT,2045,5101397.518544366,SSP3
KWT,2050,5375648.2436413905,SSP3
KWT,2055,5634133.827727455,SSP3
KWT,2060,5887254.123655867,SSP3
KWT,2065,6129027.637955186,SSP3
KWT,2070,6363530.584881282,SSP3
KWT,2075,6594911.7316797795,SSP3
KWT,2080,6823673.603937822,SSP3
KWT,2085,7043567.552004908,SSP3
KWT,2090,7243825.929773419,SSP3
KWT,2095,7414661.9862346975,SSP3
KWT,2100,7552119.501937458,SSP3
LAO,2010,6200894,SSP3
LAO,2015,6681115.238399099,SSP3
LAO,2020,7225665.7445813315,SSP3
LAO,2025,7795754.245685891,SSP3
LAO,2030,8334666.870261078,SSP3
LAO,2035,8812188.155610552,SSP3
LAO,2040,9244942.173605386,SSP3
LAO,2045,9675328.957746727,SSP3
LAO,2050,10110726.822878655,SSP3
LAO,2055,10511692.74234276,SSP3
LAO,2060,10858215.029397229,SSP3
LAO,2065,11162540.403263794,SSP3
LAO,2070,11436282.640954116,SSP3
LAO,2075,11719909.833686657,SSP3
LAO,2080,12032293.946540525,SSP3
LAO,2085,12356801.279683596,SSP3
LAO,2090,12690294.102610601,SSP3
LAO,2095,13017324.160299418,SSP3
LAO,2100,13350767.561885294,SSP3
LBN,2010,4227596.999999999,SSP3
LBN,2015,4403618.209433677,SSP3
LBN,2020,4589569.19032669,SSP3
LBN,2025,4775951.696675338,SSP3
LBN,2030,4949535.560333495,SSP3
LBN,2035,5088066.741372589,SSP3
LBN,2040,5198255.518797308,SSP3
LBN,2045,5290549.247039071,SSP3
LBN,2050,5372779.746251886,SSP3
LBN,2055,5443159.88657106,SSP3
LBN,2060,5498660.723497103,SSP3
LBN,2065,5537983.623986208,SSP3
LBN,2070,5570178.344917499,SSP3
LBN,2075,5606414.982075818,SSP3
LBN,2080,5653152.280259358,SSP3
LBN,2085,5712485.349049388,SSP3
LBN,2090,5783077.44183694,SSP3
LBN,2095,5862280.19679436,SSP3
LBN,2100,5949048.763569858,SSP3
LBR,2010,3994122.000000001,SSP3
LBR,2015,4830124.76001744,SSP3
LBR,2020,5691242.523601971,SSP3
LBR,2025,6562563.963236764,SSP3
LBR,2030,7476718.096803095,SSP3
LBR,2035,8401143.167745294,SSP3
LBR,2040,9341037.009031393,SSP3
LBR,2045,10301110.554675458,SSP3
LBR,2050,11270291.704519095,SSP3
LBR,2055,12219990.503235284,SSP3
LBR,2060,13144254.437312791,SSP3
LBR,2065,14034468.974556105,SSP3
LBR,2070,14873903.345085543,SSP3
LBR,2075,15659969.035913208,SSP3
LBR,2080,16388945.112831883,SSP3
LBR,2085,17022769.473561317,SSP3
LBR,2090,17561029.605549913,SSP3
LBR,2095,18009451.513212696,SSP3
LBR,2100,18375847.075646996,SSP3
LBY,2010,6355112,SSP3
LBY,2015,6958015.378202061,SSP3
LBY,2020,7549495.2196529955,SSP3
LBY,2025,8095568.859822672,SSP3
LBY,2030,8616035.554635676,SSP3
LBY,2035,9137416.702813083,SSP3
LBY,2040,9677199.433764482,SSP3
LBY,2045,10216806.77232855,SSP3
LBY,2050,10725644.84927165,SSP3
LBY,2055,11173065.686516594,SSP3
LBY,2060,11561326.67767391,SSP3
LBY,2065,11917087.455646984,SSP3
LBY,2070,12270532.132236162,SSP3
LBY,2075,12638608.328017477,SSP3
LBY,2080,13018478.541765874,SSP3
LBY,2085,13394214.358861877,SSP3
LBY,2090,13753153.693410644,SSP3
LBY,2095,14099675.93328872,SSP3
LBY,2100,14448897.52131308,SSP3
LCA,2010,174266.99999999997,SSP3
LCA,2015,183593.0621592376,SSP3
LCA,2020,193312.90510911902,SSP3
LCA,2025,202702.85974377397,SSP3
LCA,2030,211350.35378832676,SSP3
LCA,2035,218896.5375148211,SSP3
LCA,2040,225626.1380657647,SSP3
LCA,2045,231689.1156919914,SSP3
LCA,2050,237097.1354787244,SSP3
LCA,2055,241675.43282510954,SSP3
LCA,2060,245557.9920438584,SSP3
LCA,2065,248900.95925923967,SSP3
LCA,2070,251968.08425672885,SSP3
LCA,2075,254983.77995187227,SSP3
LCA,2080,258127.46194559772,SSP3
LCA,2085,261540.22511904378,SSP3
LCA,2090,265352.37422370305,SSP3
LCA,2095,269634.9479764899,SSP3
LCA,2100,274390.17628291255,SSP3
LKA,2010,20859949.000000004,SSP3
LKA,2015,21773297.785793193,SSP3
LKA,2020,22633988.572721604,SSP3
LKA,2025,23461565.871338326,SSP3
LKA,2030,24256737.180751763,SSP3
LKA,2035,25001093.912558574,SSP3
LKA,2040,25696694.000028905,SSP3
LKA,2045,26320423.379349835,SSP3
LKA,2050,26889634.995786455,SSP3
LKA,2055,27418624.28948684,SSP3
LKA,2060,27934838.017690424,SSP3
LKA,2065,28464268.158755068,SSP3
LKA,2070,29014989.450777933,SSP3
LKA,2075,29596289.576288827,SSP3
LKA,2080,30223840.30222052,SSP3
LKA,2085,30905529.60437279,SSP3
LKA,2090,31639310.441816147,SSP3
LKA,2095,32421882.20087147,SSP3
LKA,2100,33257792.490653045,SSP3
LSO,2010,2171317.9664549027,SSP3
LSO,2015,2274775.439564809,SSP3
LSO,2020,2375766.6304221475,SSP3
LSO,2025,2469323.5734392884,SSP3
LSO,2030,2557855.135536388,SSP3
LSO,2035,2630444.595847383,SSP3
LSO,2040,2694768.645079481,SSP3
LSO,2045,2751680.9983071038,SSP3
LSO,2050,2811104.091725105,SSP3
LSO,2055,2860282.564612686,SSP3
LSO,2060,2900878.0136888325,SSP3
LSO,2065,2933572.013365238,SSP3
LSO,2070,2964350.83775903,SSP3
LSO,2075,2999538.892403989,SSP3
LSO,2080,3040290.368192417,SSP3
LSO,2085,3081255.1506936424,SSP3
LSO,2090,3123996.668395426,SSP3
LSO,2095,3170458.125412821,SSP3
LSO,2100,3217619.999654148,SSP3
LTU,2010,3323611,SSP3
LTU,2015,3266374.7158877165,SSP3
LTU,2020,3224544.679272163,SSP3
LTU,2025,3191828.7511605136,SSP3
LTU,2030,3151036.8532953467,SSP3
LTU,2035,3094861.5602597566,SSP3
LTU,2040,3038522.7553670486,SSP3
LTU,2045,2994902.288207269,SSP3
LTU,2050,2963647.415043096,SSP3
LTU,2055,2937463.80829904,SSP3
LTU,2060,2910684.051355513,SSP3
LTU,2065,2882814.9149711994,SSP3
LTU,2070,2859542.4808257255,SSP3
LTU,2075,2850401.8276771773,SSP3
LTU,2080,2860704.4652587306,SSP3
LTU,2085,2888137.445824962,SSP3
LTU,2090,2925580.7062045536,SSP3
LTU,2095,2966889.330370536,SSP3
LTU,2100,3008944.839464076,SSP3
LUX,2010,507448,SSP3
LUX,2015,544702.292885536,SSP3
LUX,2020,570017.4360139429,SSP3
LUX,2025,588050.134128554,SSP3
LUX,2030,603005.1412438826,SSP3
LUX,2035,615548.990956035,SSP3
LUX,2040,625146.4171068736,SSP3
LUX,2045,630947.0050913771,SSP3
LUX,2050,632485.2232255224,SSP3
LUX,2055,630058.0052497217,SSP3
LUX,2060,624251.9536844372,SSP3
LUX,2065,614845.9302212014,SSP3
LUX,2070,602604.8467840445,SSP3
LUX,2075,587789.1739950909,SSP3
LUX,2080,570764.960877939,SSP3
LUX,2085,551798.4620458855,SSP3
LUX,2090,530963.8801857666,SSP3
LUX,2095,508225.5221552433,SSP3
LUX,2100,483888.1393316991,SSP3
LVA,2010,2252060,SSP3
LVA,2015,2186976.5696496414,SSP3
LVA,2020,2133311.338285474,SSP3
LVA,2025,2085395.1961776183,SSP3
LVA,2030,2036665.3725008676,SSP3
LVA,2035,1987387.0767042418,SSP3
LVA,2040,1943639.2962799768,SSP3
LVA,2045,1903935.3486529377,SSP3
LVA,2050,1867471.8282892925,SSP3
LVA,2055,1834628.1040814642,SSP3
LVA,2060,1804433.1356449022,SSP3
LVA,2065,1774661.007565557,SSP3
LVA,2070,1747850.0641886739,SSP3
LVA,2075,1727619.9227296747,SSP3
LVA,2080,1715947.9500811503,SSP3
LVA,2085,1713023.8267602893,SSP3
LVA,2090,1716505.208801952,SSP3
LVA,2095,1722864.79217415,SSP3
LVA,2100,1729839.736183463,SSP3
MAC,2010,543656,SSP3
MAC,2015,583510.4933078006,SSP3
MAC,2020,607646.8041310796,SSP3
MAC,2025,629445.601557275,SSP3
MAC,2030,649112.6584802836,SSP3
MAC,2035,664459.0713096573,SSP3
MAC,2040,675910.4965647677,SSP3
MAC,2045,684545.4215608,SSP3
MAC,2050,691478.3131483578,SSP3
MAC,2055,697304.7114597545,SSP3
MAC,2060,703018.6237902192,SSP3
MAC,2065,707767.304453805,SSP3
MAC,2070,712186.2586577154,SSP3
MAC,2075,716517.4184526744,SSP3
MAC,2080,720789.3028025171,SSP3
MAC,2085,725645.435862043,SSP3
MAC,2090,730710.4523302469,SSP3
MAC,2095,735283.120255172,SSP3
MAC,2100,737970.0948821285,SSP3
MAR,2010,31951412,SSP3
MAR,2015,33700566.35420289,SSP3
MAR,2020,35643688.50090564,SSP3
MAR,2025,37673850.97158015,SSP3
MAR,2030,39545563.105290845,SSP3
MAR,2035,41140232.32285412,SSP3
MAR,2040,42509674.865723744,SSP3
MAR,2045,43810036.97394899,SSP3
MAR,2050,45107917.35617701,SSP3
MAR,2055,46347326.85606076,SSP3
MAR,2060,47469266.72825267,SSP3
MAR,2065,48449729.193182714,SSP3
MAR,2070,49336285.695411935,SSP3
MAR,2075,50234525.13500147,SSP3
MAR,2080,51260901.635362096,SSP3
MAR,2085,52469378.73818958,SSP3
MAR,2090,53833972.40720895,SSP3
MAR,2095,55296414.23629816,SSP3
MAR,2100,56809818.79083106,SSP3
MDA,2010,3572885,SSP3
MDA,2015,3407464.9960363507,SSP3
MDA,2020,3289488.3545538085,SSP3
MDA,2025,3190702.1763493926,SSP3
MDA,2030,3088786.357788257,SSP3
MDA,2035,2981380.1365738153,SSP3
MDA,2040,2876597.4214568017,SSP3
MDA,2045,2780555.9000990754,SSP3
MDA,2050,2692029.8758370383,SSP3
MDA,2055,2607347.4914074624,SSP3
MDA,2060,2525477.70113097,SSP3
MDA,2065,2449394.609613272,SSP3
MDA,2070,2382995.0945121027,SSP3
MDA,2075,2328901.628607324,SSP3
MDA,2080,2288173.928118548,SSP3
MDA,2085,2261143.475326749,SSP3
MDA,2090,2246337.4841182968,SSP3
MDA,2095,2241536.5446613193,SSP3
MDA,2100,2244910.686177899,SSP3
MDG,2010,20713818.99641901,SSP3
MDG,2015,23816172.193056226,SSP3
MDG,2020,27382908.337487612,SSP3
MDG,2025,31287093.113451168,SSP3
MDG,2030,35415277.81310784,SSP3
MDG,2035,39585735.40391934,SSP3
MDG,2040,43813561.392205775,SSP3
MDG,2045,48162664.46020119,SSP3
MDG,2050,52620047.38719932,SSP3
MDG,2055,57048834.52461248,SSP3
MDG,2060,61426742.55308659,SSP3
MDG,2065,65717216.57522174,SSP3
MDG,2070,69937778.04301868,SSP3
MDG,2075,74078971.31613459,SSP3
MDG,2080,78072524.28726931,SSP3
MDG,2085,81891431.8022168,SSP3
MDG,2090,85524668.096699,SSP3
MDG,2095,88979048.7884051,SSP3
MDG,2100,92267021.92138284,SSP3
MDV,2010,315885,SSP3
MDV,2015,340104.0874114805,SSP3
MDV,2020,366413.4914414319,SSP3
MDV,2025,392199.01618824276,SSP3
MDV,2030,415847.60764628917,SSP3
